,y_test,mean_predict,predicted_uncertainty
981,123700.0,161052.38,8811.487
2326,118900.0,103207.3,8812.094
2969,228500.0,266690.16,8819.163
161,157800.0,205025.1,8823.897
251,249400.0,271081.44,8829.237
3680,450000.0,156721.23,8829.744
2116,62000.0,118258.83,8838.053
149,121300.0,154750.84,8840.805
2521,229900.0,259901.9,8841.77
2259,265200.0,209410.88,8841.951
3360,219200.0,275555.03,8842.497
3460,113900.0,163329.3,8842.693
453,106700.0,161432.3,8843.6875
669,287500.0,252055.34,8845.783
391,60000.0,112257.3,8845.973
2348,200000.0,164017.34,8848.475
3203,156700.0,163172.16,8849.752
139,143100.0,211333.45,8851.189
2578,183800.0,196722.94,8851.577
2839,316700.0,182107.66,8852.498
1940,87200.0,108842.92,8854.158
1408,378000.0,242756.45,8856.76
1400,156600.0,209248.72,8861.83
4103,181800.0,201567.97,8863.99
781,186600.0,179016.14,8866.82
3741,167200.0,172674.97,8871.697
3606,174500.0,216361.2,8871.73
2248,188500.0,175233.98,8872.384
2765,152100.0,168634.3,8873.458
2349,151900.0,269529.06,8877.762
1870,118300.0,111479.6,8880.721
1141,86000.0,114612.625,8881.328
1762,97600.0,126427.45,8881.429
2818,210000.0,170057.61,8885.653
643,64800.0,94482.484,8887.655
232,87100.0,120338.77,8891.802
752,92700.0,105245.6,8897.091
808,138400.0,163388.78,8898.428
3520,113600.0,197512.4,8900.02
1884,242900.0,290295.6,8901.999
3583,125000.0,214786.8,8902.493
1852,171600.0,172499.88,8906.716
3020,146800.0,175942.06,8911.191
2984,219000.0,177426.45,8915.497
2292,94300.0,119185.04,8916.36
162,183800.0,246620.6,8921.753
1226,159700.0,181581.12,8921.97
2585,127300.0,133288.39,8924.378
2393,193600.0,217534.0,8924.956
2273,30000.0,115087.21,8925.231
1034,266700.0,306452.06,8928.1
1124,170800.0,188632.58,8929.194
73,91700.0,107869.15,8930.307
1520,90400.0,131106.61,8931.607
2872,109700.0,104016.73,8935.576
421,500001.0,225063.17,8940.948
719,244400.0,251333.6,8942.328
1166,120000.0,123410.6,8942.914
535,95200.0,115858.56,8943.81
3513,157500.0,167920.4,8950.89
1745,38800.0,158247.72,8956.708
2926,105100.0,123016.8,8960.544
659,159300.0,191681.27,8964.167
3887,250000.0,156704.73,8964.753
1262,148100.0,223264.2,8968.808
1541,238600.0,257546.75,8971.964
1984,188600.0,251911.53,8975.449
692,175700.0,228938.55,8976.888
2189,192300.0,207752.95,8986.029
487,114300.0,160009.83,8994.063
364,219000.0,214993.8,8995.431
1890,262500.0,199618.33,8995.484
27,219400.0,227216.7,8996.015
2759,159700.0,157101.22,8997.688
3884,165900.0,169682.28,9001.055
3636,187500.0,176443.27,9004.8955
277,162500.0,201470.67,9009.788
1285,60800.0,93218.55,9009.91
2515,188800.0,216118.88,9010.842
3885,314300.0,188156.06,9020.02
795,135200.0,165627.22,9021.022
2147,316600.0,268245.72,9026.1045
2475,132700.0,143439.1,9029.605
1038,235000.0,235475.2,9032.26
914,181100.0,212373.88,9034.367
3320,62800.0,119597.7,9035.146
14,201100.0,205149.81,9038.721
352,207200.0,241445.16,9039.799
59,166100.0,103125.75,9042.166
2009,156500.0,201262.88,9044.681
3667,212500.0,131883.33,9047.029
417,94500.0,141130.45,9048.685
3017,221200.0,204389.28,9051.895
2356,83500.0,103958.914,9052.221
2410,217300.0,208467.44,9053.31
2938,198700.0,216173.75,9053.707
3284,128800.0,139861.05,9060.295
3525,228100.0,245293.5,9061.783
1309,287500.0,180681.05,9061.803
1047,179200.0,184081.7,9064.598
1323,112500.0,199297.97,9064.778
2579,72500.0,92148.086,9065.301
2941,162500.0,167723.16,9068.166
3576,200000.0,184126.34,9076.043
485,148900.0,182385.67,9077.054
3010,118100.0,170470.42,9079.065
3530,90900.0,139369.34,9081.349
483,272600.0,235421.66,9081.818
1689,272500.0,213764.05,9085.703
3379,105400.0,112987.3,9087.478
444,156000.0,166184.8,9089.863
3617,429200.0,236589.42,9092.804
2145,159400.0,178852.97,9094.178
3879,175300.0,210595.75,9094.951
1320,233000.0,250217.9,9095.497
3910,207100.0,183988.42,9095.545
1342,126600.0,119500.77,9097.487
214,162800.0,197981.12,9097.845
2856,67500.0,115763.04,9098.415
104,101200.0,125874.48,9109.952
885,170000.0,102423.63,9114.9
3957,187700.0,253337.05,9119.106
1433,180000.0,162009.12,9122.294
2166,322200.0,204572.75,9128.684
3963,162500.0,106142.05,9130.824
3623,161200.0,158224.7,9139.016
553,277600.0,292321.8,9141.198
2720,101000.0,117261.016,9151.7295
1330,82700.0,106437.48,9152.362
3690,87500.0,101318.15,9153.929
3241,67000.0,110566.92,9162.184
301,214800.0,191575.22,9165.959
3248,143100.0,106736.56,9166.576
1656,360000.0,189509.84,9171.994
2039,162500.0,114112.266,9172.192
2442,306800.0,296340.62,9172.266
3673,160900.0,102715.64,9173.061
3967,144000.0,177614.6,9175.744
882,96200.0,100410.73,9177.571
3120,236700.0,280087.44,9177.668
3029,193100.0,216638.2,9180.49
1522,70500.0,119588.15,9186.975
2671,208300.0,126814.75,9188.579
509,108300.0,140085.53,9188.7
2971,81300.0,93647.55,9196.363
3483,218800.0,234333.84,9197.331
4014,170800.0,209679.77,9201.78
3291,83300.0,116475.02,9202.115
3067,106300.0,166876.27,9206.102
3181,221600.0,248868.8,9207.815
1388,84700.0,114543.77,9208.357
3194,99500.0,116046.77,9209.924
829,181300.0,241392.55,9211.965
1697,55000.0,122659.15,9212.622
3114,287500.0,256746.0,9214.531
2293,214300.0,188384.36,9216.257
2529,176700.0,151911.88,9217.57
332,247900.0,270339.7,9217.597
350,160100.0,215390.95,9223.794
2208,219400.0,109604.69,9226.715
1000,95500.0,103718.875,9233.066
2788,84600.0,92887.805,9233.607
2478,133500.0,183571.75,9234.645
354,320800.0,239433.38,9235.354
3245,167000.0,203696.53,9236.984
1245,241700.0,215938.97,9240.403
2254,237900.0,222366.84,9240.667
2346,250000.0,201607.0,9240.953
3760,128800.0,192899.2,9241.239
3408,268800.0,111898.42,9248.88
1885,81300.0,103580.07,9250.571
2854,162800.0,149430.55,9254.249
2120,219600.0,274456.06,9258.199
1482,215400.0,272559.94,9258.84
2809,241700.0,205867.95,9260.72
2035,110400.0,190564.2,9261.707
2438,218200.0,243572.42,9262.842
1257,283500.0,209051.62,9263.218
2707,292500.0,246696.28,9264.609
4003,102100.0,136146.25,9267.547
280,89400.0,96224.05,9267.561
427,194800.0,224610.55,9268.634
3542,265700.0,198897.84,9269.13
3402,123900.0,124211.1,9270.365
2170,204500.0,210406.97,9271.047
4110,185100.0,208426.31,9271.201
3351,137500.0,175311.84,9274.785
341,136100.0,182386.31,9275.289
398,153100.0,163407.73,9279.478
2598,160400.0,168192.62,9281.08
1998,96200.0,140867.4,9281.436
17,233300.0,206220.92,9282.964
3209,87800.0,92358.58,9284.842
2309,252500.0,256392.34,9285.024
206,258200.0,274148.8,9296.111
3078,89600.0,92498.65,9299.353
3736,76100.0,114875.336,9299.536
1748,199100.0,161664.78,9299.672
3161,270000.0,202958.03,9304.025
668,157200.0,112061.1,9307.883
788,120800.0,104823.11,9307.952
1514,251300.0,276040.4,9308.199
888,155600.0,182239.34,9308.607
3490,158200.0,229383.84,9310.92
1571,244800.0,262308.8,9311.566
2444,238500.0,235946.45,9312.35
2816,171900.0,243927.45,9314.603
239,217900.0,209928.4,9317.282
1122,278300.0,300998.0,9324.443
1113,262800.0,238493.5,9327.82
715,480800.0,283417.75,9328.994
390,147600.0,175463.33,9333.289
2925,160800.0,180988.4,9334.527
484,242300.0,220789.3,9340.725
1589,167700.0,173494.0,9341.617
4044,75900.0,109474.375,9348.279
3310,170800.0,205712.03,9349.735
2735,227400.0,280994.03,9350.515
2063,62500.0,97543.734,9355.065
262,80200.0,114264.7,9357.7295
1119,82500.0,109215.96,9358.095
1662,90600.0,94943.91,9364.224
88,91300.0,117729.31,9365.764
1698,85000.0,111272.35,9366.114
1615,187200.0,243668.0,9367.347
1070,97200.0,118820.39,9375.848
778,91700.0,113172.25,9378.272
3376,221000.0,237190.0,9379.528
560,149500.0,167786.23,9388.242
1353,257100.0,194025.58,9389.986
3358,244000.0,152039.42,9410.199
2422,116200.0,215549.6,9410.449
3471,190800.0,201490.7,9413.799
2960,144100.0,197974.78,9414.819
426,195500.0,226958.25,9417.476
1137,229100.0,226227.2,9419.925
3296,94400.0,101159.34,9420.34
1402,100000.0,128274.98,9420.672
1794,105400.0,131632.16,9421.204
2241,155300.0,167163.42,9424.199
900,231800.0,264210.7,9424.802
131,149400.0,103364.195,9426.061
537,185200.0,188437.53,9426.412
249,163200.0,163624.84,9428.014
205,195200.0,178734.39,9429.646
613,196000.0,156116.4,9430.061
2896,188500.0,159782.16,9432.158
1164,77500.0,107424.3,9435.306
688,157500.0,171530.86,9436.871
2726,136700.0,102001.086,9439.904
170,192600.0,202613.58,9440.62
347,174000.0,218429.97,9441.547
1128,184900.0,194861.42,9442.802
2902,153100.0,116109.45,9446.705
3106,98000.0,168108.42,9448.805
296,70200.0,94955.24,9451.077
1335,80300.0,101486.98,9451.846
1685,96100.0,114815.58,9453.256
1526,174800.0,212575.88,9454.978
3208,348300.0,267647.16,9456.124
3846,147200.0,203147.33,9456.81
141,137500.0,204489.27,9457.432
2218,123300.0,150365.53,9460.858
1491,116500.0,102782.77,9462.644
957,78700.0,116354.79,9465.313
680,55000.0,116495.02,9466.454
1018,251800.0,247184.3,9467.26
534,247100.0,174244.62,9478.157
3948,106400.0,164832.67,9480.618
2619,257400.0,259395.08,9480.791
1829,224200.0,246963.6,9482.692
2596,157700.0,236051.05,9484.511
2612,233000.0,231153.6,9485.585
218,92400.0,105036.914,9492.133
3495,224700.0,208442.72,9494.721
2490,243700.0,251304.83,9495.03
2127,264100.0,290221.75,9498.528
973,226800.0,239029.95,9505.847
4081,286900.0,256085.12,9511.64
991,114200.0,125508.0,9511.709
2526,67600.0,113869.04,9513.914
2838,134800.0,192002.47,9518.422
834,129300.0,177270.47,9518.581
1802,306700.0,188825.97,9520.414
3406,233500.0,213121.5,9525.894
1804,174400.0,224777.3,9527.115
2898,108200.0,131268.33,9527.919
2910,181900.0,149440.34,9528.603
625,178100.0,278877.0,9532.61
3354,262700.0,273637.28,9536.8125
1840,283200.0,242022.84,9537.293
165,166700.0,122221.31,9538.891
1007,327300.0,274781.97,9540.878
729,110700.0,124881.125,9548.138
2431,271200.0,228101.33,9552.876
2114,121200.0,178570.67,9554.532
3145,131300.0,147166.7,9555.48
1446,65900.0,102315.05,9555.997
1623,156800.0,102263.8,9561.5
2180,175000.0,186338.47,9563.014
1637,285800.0,226970.6,9563.299
43,43500.0,99719.58,9565.659
4043,98200.0,116676.79,9568.527
1121,239900.0,235027.84,9570.944
925,225000.0,166377.55,9572.827
1854,153700.0,215385.7,9579.026
3871,212800.0,144984.72,9581.384
2493,154700.0,155072.84,9584.061
3342,126400.0,181630.53,9587.376
3596,138800.0,164854.5,9592.737
3773,166100.0,101178.8,9597.997
2946,160200.0,228012.72,9598.726
4093,296600.0,326480.38,9599.421
454,130200.0,224434.16,9600.494
2141,162500.0,214859.7,9605.745
2018,123200.0,157876.72,9608.31
1672,58800.0,101234.67,9608.991
971,73600.0,113274.8,9609.82
754,125000.0,115351.42,9618.106
811,243500.0,231772.72,9620.345
40,358800.0,297911.88,9620.807
237,91000.0,167842.25,9623.916
1256,111600.0,124994.7,9632.546
3319,150600.0,182581.58,9636.695
1460,225800.0,270292.1,9637.19
1293,176600.0,232832.5,9637.406
1567,168700.0,169825.66,9645.593
818,65500.0,97329.875,9646.835
441,66900.0,114197.11,9648.777
3569,126400.0,118243.4,9649.573
87,315400.0,226797.03,9650.223
3877,97300.0,93647.36,9650.619
3829,206300.0,161132.64,9653.333
3168,276000.0,220721.1,9654.837
3089,276100.0,292836.6,9659.029
2469,177600.0,234480.2,9663.927
2762,113300.0,158038.1,9664.272
2133,129200.0,187186.9,9666.042
1819,144800.0,175858.58,9667.149
709,92000.0,115012.42,9668.022
3107,240000.0,267559.3,9669.659
3883,197600.0,176319.77,9669.692
2416,90600.0,149427.03,9674.001
1784,143800.0,241033.34,9674.42
34,147500.0,161541.88,9681.111
1366,176100.0,232879.75,9682.899
1543,261100.0,261755.9,9688.174
2653,237500.0,152749.86,9688.183
3429,191700.0,216413.34,9689.837
3581,156900.0,169050.72,9695.989
1200,72100.0,135552.75,9697.555
3472,77100.0,93184.734,9699.663
3082,221000.0,229383.84,9702.228
2595,145800.0,151766.2,9707.439
3494,94300.0,101732.125,9708.059
2543,109000.0,129305.02,9708.811
4069,130200.0,102255.016,9717.507
31,176700.0,126009.46,9720.453
2733,231300.0,198118.9,9724.454
3126,191500.0,217506.08,9725.362
4016,109300.0,135311.22,9728.84
3370,60900.0,110330.55,9729.677
2086,224500.0,149475.16,9731.777
2474,185700.0,213735.95,9732.364
2463,189300.0,162941.28,9736.027
1349,161200.0,213856.16,9736.333
2325,92600.0,90922.945,9738.396
3300,88900.0,124110.15,9738.417
1516,198200.0,248593.8,9740.066
3121,94700.0,106775.52,9743.798
1294,332600.0,230941.12,9750.472
2610,66400.0,99124.34,9754.26
532,166100.0,171453.47,9754.309
3612,150000.0,149184.88,9757.61
2531,171000.0,243851.3,9766.4
4001,87700.0,116134.0,9773.164
2648,118600.0,118398.984,9775.753
1620,168800.0,162187.72,9777.572
2935,247800.0,230933.55,9779.83
2597,301600.0,272790.56,9783.092
1532,122400.0,161349.95,9790.121
2592,44600.0,92156.24,9791.227
2900,179100.0,215490.16,9792.342
1811,258900.0,222605.7,9792.868
3527,180200.0,160081.98,9792.984
649,133000.0,145869.92,9795.777
2339,283900.0,280541.3,9796.227
1747,260700.0,276515.94,9797.161
1359,165500.0,185521.39,9797.881
3371,189100.0,234544.78,9802.444
755,81300.0,99481.76,9802.587
2052,161200.0,157931.5,9802.751
977,150500.0,166643.0,9807.072
3275,71300.0,106205.95,9808.938
185,154200.0,180271.6,9809.54
1308,175700.0,247538.45,9812.724
2350,170700.0,188140.55,9813.231
223,73700.0,102157.1,9815.931
1962,175000.0,185707.78,9816.262
6,137500.0,165338.31,9822.27
964,59600.0,94428.13,9827.024
672,283600.0,240406.33,9827.814
1994,125600.0,129214.04,9828.561
479,196600.0,209707.34,9837.197
2263,286300.0,279823.75,9840.81
4051,282400.0,288242.6,9841.422
3994,116300.0,93762.89,9841.532
660,155700.0,100964.086,9842.846
4066,85400.0,104134.08,9843.726
1647,150000.0,141396.72,9844.26
866,134800.0,168841.9,9844.819
564,75000.0,104177.67,9845.371
1909,81800.0,106914.914,9850.854
3057,96100.0,180528.34,9853.907
106,148800.0,179484.34,9855.109
77,131300.0,202475.34,9858.225
2793,47900.0,93345.98,9858.239
2631,102500.0,143629.81,9872.928
3940,79500.0,100930.19,9873.073
2423,261500.0,208163.7,9881.116
2337,215000.0,235167.6,9889.003
842,272600.0,243095.58,9890.716
4070,71300.0,103677.35,9894.457
1346,213200.0,225056.42,9897.035
655,109800.0,101308.41,9900.223
1206,240000.0,248834.72,9906.658
2357,268300.0,300405.2,9909.484
559,42500.0,157897.56,9914.342
107,132200.0,187762.98,9919.503
522,158600.0,217813.3,9932.717
3554,138800.0,153622.62,9934.727
1565,223700.0,226660.1,9935.915
2436,71800.0,114805.77,9937.438
2662,136200.0,141503.73,9938.02
3622,232700.0,242806.22,9940.129
1771,146000.0,129258.48,9941.477
1123,61800.0,91361.2,9941.864
2094,325000.0,133448.27,9942.595
2974,136500.0,102621.984,9945.372
3960,76100.0,97481.43,9945.65
693,217100.0,215409.67,9947.993
2050,206300.0,157585.97,9948.604
481,144100.0,160903.84,9950.963
3788,125600.0,130386.25,9957.5205
2676,108700.0,123263.55,9957.843
4039,81300.0,102894.51,9960.549
3047,165000.0,226462.47,9961.901
3801,185400.0,225666.08,9962.634
573,275900.0,199909.27,9962.688
2649,132000.0,104509.375,9962.699
266,126000.0,160060.19,9965.019
2217,225000.0,173632.55,9966.008
3507,165100.0,180362.33,9967.602
884,273000.0,206388.25,9970.665
2686,265100.0,265286.22,9971.191
1575,258300.0,212319.2,9971.804
2210,100000.0,96653.92,9976.543
261,112100.0,163883.9,9976.619
2286,156900.0,101706.71,9977.146
344,100000.0,122311.586,9980.105
1213,107800.0,101630.29,9982.682
2212,137500.0,106474.42,9989.545
2317,166800.0,178724.78,9991.931
2243,106300.0,90232.74,9995.31
3823,122700.0,128015.89,9996.685
3353,102800.0,103009.45,9997.173
831,73500.0,100124.64,9998.843
1708,70100.0,97781.39,10001.805
1931,122600.0,120824.914,10001.84
2778,100000.0,130025.0,10005.318
2140,195800.0,238341.3,10010.459
1466,344700.0,230778.12,10010.898
3449,296600.0,264910.4,10014.25
3654,115600.0,113332.92,10016.282
2551,90000.0,103081.77,10016.295
4,265600.0,257612.95,10016.541
359,95800.0,111642.414,10020.605
1368,158500.0,153865.33,10024.311
2488,125000.0,99428.9,10032.228
3295,266000.0,211594.1,10033.701
2750,205000.0,194911.92,10037.609
3634,63700.0,96131.3,10038.929
1701,185000.0,232194.45,10041.345
2607,312600.0,298995.7,10045.912
714,118200.0,145002.0,10048.561
189,189600.0,217744.8,10051.623
158,185300.0,231373.8,10053.002
1049,85400.0,115742.05,10053.276
3678,225000.0,240591.97,10054.55
706,98500.0,161867.78,10058.769
687,86900.0,118200.64,10060.926
750,110000.0,149399.1,10063.763
1147,168900.0,176891.73,10064.583
3388,308100.0,294025.16,10069.752
1302,160800.0,204423.58,10072.8125
510,69100.0,93148.45,10075.415
2342,143300.0,88412.86,10075.484
3032,143200.0,217937.9,10077.885
3662,70500.0,113391.05,10080.008
97,244800.0,249841.7,10084.253
1530,104900.0,160204.47,10087.564
2575,310000.0,281922.25,10087.564
2380,162800.0,173359.92,10088.627
2379,225000.0,224217.05,10089.917
2173,130100.0,179523.78,10090.227
3977,258000.0,238183.16,10090.476
3202,245800.0,243882.5,10095.688
2513,170900.0,170504.53,10098.1875
3399,265100.0,306672.22,10102.11
830,209100.0,231928.53,10102.664
2179,62000.0,100474.56,10105.827
2137,206000.0,174876.97,10114.06
736,155400.0,160212.42,10115.451
853,142500.0,132226.97,10123.142
1917,89300.0,150927.89,10125.512
490,220000.0,232199.05,10128.928
3726,176500.0,224848.16,10129.11
761,163900.0,184087.78,10134.048
3447,108300.0,166042.53,10137.279
3627,154700.0,154863.66,10138.116
378,269400.0,257785.66,10145.2295
3509,141700.0,186917.86,10145.923
1055,229300.0,201434.38,10149.166
970,85800.0,93060.11,10162.37
4041,87500.0,148842.34,10165.096
1269,75000.0,89690.04,10168.852
3139,103300.0,101178.35,10170.662
3762,137500.0,142123.47,10173.369
1714,166700.0,164051.6,10176.866
2536,165000.0,166373.28,10177.461
1020,82500.0,113152.46,10179.908
2700,67500.0,92895.7,10182.028
1992,65700.0,99881.664,10184.927
3266,123400.0,165925.58,10185.493
3909,162500.0,104222.52,10187.108
2268,186900.0,279356.97,10195.051
2576,172200.0,179124.1,10195.814
839,72000.0,142912.89,10197.712
3183,60700.0,90224.11,10205.251
274,111400.0,145488.7,10207.604
800,179200.0,180169.12,10213.6
2603,170000.0,226946.66,10213.669
145,279300.0,288865.4,10215.606
3191,121800.0,96066.2,10218.119
639,89500.0,153063.34,10218.93
3278,445000.0,212951.97,10221.521
1886,73800.0,97444.99,10225.443
1718,229300.0,298251.75,10225.503
847,109100.0,113463.17,10226.304
2175,425000.0,233985.0,10227.451
3850,162400.0,187030.1,10231.783
3108,243300.0,246628.6,10232.37
3685,186800.0,245031.38,10232.679
2036,97700.0,136389.3,10233.762
353,118800.0,157374.64,10235.102
2909,279200.0,264253.8,10241.678
2256,276900.0,232990.75,10242.894
1646,224800.0,305149.72,10245.226
2548,194600.0,183584.27,10247.604
1936,184800.0,211154.9,10249.52
2677,221100.0,248721.4,10250.692
4005,85800.0,99712.266,10255.439
2824,125900.0,139649.6,10256.449
1963,90000.0,99946.75,10258.281
1168,151500.0,171007.4,10260.826
1249,131100.0,149561.33,10262.741
1096,93600.0,151472.38,10263.78
492,134200.0,148844.95,10266.648
886,146000.0,177897.66,10269.823
384,251300.0,233681.45,10271.024
2331,277000.0,294941.44,10271.281
152,228200.0,213531.16,10276.327
3294,66800.0,99925.64,10278.136
3707,126400.0,111259.58,10278.649
667,207800.0,254049.34,10282.441
979,161700.0,253086.66,10283.67
1097,165400.0,208842.88,10284.14
1307,171800.0,189836.97,10286.728
1360,92600.0,131641.83,10290.668
200,112500.0,98672.33,10291.853
1860,200000.0,204338.52,10305.547
1234,367400.0,257906.45,10312.251
3048,71000.0,91663.46,10312.515
2728,191100.0,153879.5,10313.893
2459,212000.0,235924.6,10321.055
1613,252600.0,232424.75,10323.117
2939,133900.0,161267.47,10329.17
1315,106000.0,122975.0,10329.59
3457,109800.0,120738.96,10333.482
254,91900.0,123176.3,10336.473
3962,216700.0,201408.5,10343.902
1868,81300.0,120279.5,10345.575
2794,162500.0,190833.64,10349.411
3373,270500.0,242114.55,10358.25
457,193800.0,212919.8,10362.203
3287,294700.0,243338.75,10362.564
2687,69000.0,100349.64,10365.462
367,137500.0,221631.67,10367.9375
3701,219100.0,219086.55,10368.683
2030,347600.0,307520.78,10368.77
1258,69400.0,101740.58,10369.687
1072,212500.0,255102.75,10372.838
2873,98700.0,104153.6,10374.8
18,122500.0,142292.73,10376.229
2713,157300.0,153064.61,10376.861
2586,113200.0,114858.7,10377.748
7,65000.0,131945.31,10379.75
926,156400.0,242208.22,10385.382
538,94200.0,151210.22,10386.935
2029,61300.0,108092.625,10389.707
2614,103000.0,152982.73,10390.331
3880,394000.0,235021.2,10391.302
1188,162500.0,124820.05,10391.964
3961,136700.0,193798.2,10393.247
2569,279300.0,273219.75,10394.587
1535,159900.0,226945.66,10396.315
2783,183500.0,212072.9,10397.643
786,163200.0,198456.2,10408.117
2714,175000.0,210962.78,10418.35
2264,347300.0,375956.94,10422.023
311,144300.0,180252.89,10424.431
3732,250300.0,277709.8,10434.902
1736,211600.0,195235.16,10435.494
3729,168100.0,239533.38,10435.985
3100,271500.0,299975.6,10437.253
1026,89900.0,112430.71,10439.949
3927,107900.0,136525.89,10441.279
3195,179500.0,207791.45,10442.268
987,159100.0,237996.08,10454.394
3297,111700.0,153731.25,10455.051
4102,101700.0,133012.67,10455.784
153,162000.0,225279.38,10462.31
4112,99800.0,137449.64,10464.978
1236,270700.0,220521.53,10472.401
2266,269800.0,277845.9,10489.815
3719,493200.0,262731.62,10490.086
2334,349900.0,278546.9,10492.065
2749,86500.0,99865.055,10492.421
340,194100.0,197002.98,10493.586
2665,114200.0,101898.164,10495.667
4056,162500.0,231251.16,10504.97
3817,110500.0,128420.92,10505.851
911,368700.0,357684.0,10516.107
912,225000.0,193522.53,10524.02
1502,182100.0,233264.1,10528.074
3446,108300.0,146469.52,10529.446
2949,138200.0,180458.16,10533.577
2791,73600.0,114279.23,10535.509
4108,72400.0,110709.14,10536.25
2265,129100.0,151552.97,10537.085
2535,250000.0,362394.8,10539.763
1805,232600.0,206300.44,10545.531
4090,229200.0,215183.08,10549.978
597,193800.0,189108.28,10552.826
2647,62300.0,88735.1,10555.657
3277,72800.0,89562.45,10556.267
603,204100.0,279937.66,10559.481
418,72300.0,98583.39,10576.718
3787,188500.0,157164.66,10578.605
124,280800.0,285701.06,10579.572
3148,132200.0,175065.45,10584.064
2861,150000.0,160003.42,10587.515
289,78600.0,92287.3,10589.837
3144,189000.0,203634.27,10592.376
3528,87500.0,90099.33,10595.59
2572,416100.0,277855.28,10597.3
984,252800.0,290984.5,10597.896
1469,146700.0,169258.19,10604.408
3567,108900.0,133918.02,10610.309
3805,40000.0,98792.08,10612.59
2203,110400.0,111544.4,10615.977
2240,144700.0,169532.61,10616.126
3040,141300.0,187442.03,10616.424
4083,177200.0,263928.7,10619.079
339,87500.0,109087.21,10620.661
3607,169300.0,181313.3,10620.883
689,92300.0,89825.47,10621.378
1506,70200.0,115718.734,10625.628
1680,130600.0,192190.8,10625.933
385,278100.0,255542.28,10625.951
2602,116100.0,144530.06,10628.469
333,114800.0,123797.9,10634.273
306,83400.0,173855.83,10634.867
3438,88100.0,104875.77,10642.161
4047,178600.0,154914.97,10643.319
1659,236600.0,245134.0,10645.226
1889,267600.0,242077.8,10647.788
1721,226000.0,246590.1,10651.701
298,132700.0,155222.3,10658.526
1925,107400.0,101402.016,10659.793
3577,116200.0,117927.914,10666.202
4071,418800.0,199585.69,10668.153
1759,121300.0,149023.38,10668.3125
101,141100.0,154587.33,10670.418
2041,164000.0,220946.38,10671.787
325,146900.0,130730.73,10672.233
3602,109200.0,120306.54,10676.477
2787,345700.0,280083.2,10677.929
2636,157300.0,132552.0,10678.405
2859,64900.0,99384.98,10679.406
2465,282100.0,241961.0,10681.516
3174,50000.0,98896.21,10684.324
267,232300.0,232677.72,10688.024
3832,190600.0,182262.64,10698.165
1447,96900.0,118961.05,10711.955
2151,209800.0,216847.34,10712.455
3906,67000.0,99127.32,10717.291
1760,100000.0,156986.11,10718.816
525,500001.0,255801.25,10721.8125
1231,138200.0,158661.06,10723.851
2482,300000.0,232325.05,10726.891
2954,154400.0,204359.73,10726.961
980,89100.0,169837.45,10729.334
498,58000.0,90235.85,10732.116
428,199600.0,239388.95,10733.13
2111,72200.0,98349.12,10737.56
2823,250000.0,187836.56,10738.597
58,74200.0,87126.59,10742.917
4024,73500.0,89901.2,10746.166
2528,165200.0,175950.28,10747.804
1640,254400.0,269518.3,10748.241
1167,279900.0,234265.5,10754.622
3858,83300.0,87506.305,10759.294
698,154200.0,195511.7,10761.4
3076,174200.0,303212.6,10762.246
1557,53000.0,91662.6,10763.575
3609,266700.0,216444.05,10767.263
143,273600.0,283986.44,10770.579
741,131300.0,143339.33,10772.196
1448,77900.0,98158.484,10774.44
4084,227800.0,232037.1,10778.725
3876,203400.0,229093.95,10780.542
704,127400.0,177316.06,10781.585
2430,223500.0,285920.1,10782.113
1650,95300.0,87040.516,10783.75
1398,127200.0,205909.53,10786.09
2916,150000.0,186820.08,10786.636
248,275900.0,234595.66,10788.489
2915,138800.0,143352.1,10803.118
990,132500.0,159895.84,10805.631
1996,165300.0,204737.7,10807.096
1022,318000.0,235332.97,10809.066
2756,92700.0,98631.93,10810.709
2685,158900.0,160442.39,10811.257
1354,275000.0,244526.66,10815.994
3375,378300.0,373553.66,10819.178
3206,307600.0,205217.38,10823.306
2237,264700.0,304766.16,10835.723
2025,93800.0,100538.336,10843.879
2457,55000.0,97297.96,10846.596
2532,158300.0,178633.42,10848.847
3356,61500.0,99083.54,10849.066
3676,157500.0,167400.4,10850.291
1093,207800.0,247132.34,10860.243
3932,154600.0,183205.3,10860.366
1364,335000.0,255784.66,10862.596
1407,69800.0,125157.02,10862.807
208,333600.0,357906.84,10863.445
1403,121400.0,165341.83,10865.715
3226,145800.0,127960.19,10866.278
3769,290900.0,198944.34,10868.499
4009,118800.0,177883.52,10869.2
2246,402500.0,313684.97,10875.69
3467,83000.0,128284.3,10878.963
3285,75000.0,91241.29,10882.685
3888,84400.0,99723.48,10887.814
3282,244200.0,254562.75,10892.09
2044,225600.0,235485.45,10895.524
877,111200.0,95340.04,10896.006
1661,344000.0,341379.56,10897.964
4018,131300.0,196351.48,10902.042
69,182400.0,284148.34,10902.521
845,287800.0,305831.84,10913.737
2226,226800.0,236188.05,10913.891
2920,69700.0,98257.695,10917.428
1215,335300.0,294149.5,10919.26
711,225000.0,108687.11,10920.436
3984,181300.0,168212.58,10925.421
3988,139600.0,148139.97,10928.207
3103,141300.0,157544.33,10928.568
779,58200.0,93253.39,10929.292
3969,72400.0,100270.12,10929.456
2697,227300.0,260598.3,10929.456
2389,97800.0,117741.75,10933.848
1696,318600.0,238818.55,10942.082
2223,187200.0,200185.16,10945.8
1513,223900.0,224596.84,10947.1
